ID,name,city,address,opening_hours,lat,lon,rating,Обслуживание,Отношение к клиентам,Персонал,Время ожидания,Кредит,Банкомат,Расположение,Вклад
55231890895,СберБанк,п. Новоорск,"ул. Ленина, 7Б, посёлок Новоорск","'mon': 09:00-17:15, 'tue': 09:00-17:15, 'wed': 09:00-17:15, 'thu': 09:00-17:15, 'fri': 09:00-17:15, 'sat': 09:00-17:15, 'sun': выходной",51.378887,58.996305,"4,4",,,,,,,,
1108091950,СберБанк,Миасс,"просп. Автозаводцев, 23, Миасс","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",55.0586,60.10809,"4,4",87.0,88.0,88.0,83.0,,,,
1006489290,СберБанк,Миасс,"ул. Романенко, 50А, Миасс","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",55.047678,60.109851,"4,4",71.0,63.0,67.0,53.0,,,,
1035196678,СберБанк,Миасс,"ул. 8 Марта, 120, Миасс","'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 08:30-17:30, 'sun': выходной",55.038184,60.116387,"4,4",81.0,77.0,79.0,57.0,,,,
1082236923,СберБанк,Миасс,"просп. Октября, 42, Миасс","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",55.137921,60.150252,"4,3",59.0,50.0,62.0,73.0,,,,
1052924566,СберБанк,Миасс,"просп. Макеева, 25А, Миасс","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",55.152251,60.152319,"4,4",84.0,85.0,82.0,77.0,,,,
186742587391,СберБанк,Миасс,"Пролетарская ул., 15, Миасс","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",54.988381,60.102242,"4,3",94.0,93.0,100.0,,,,,
1575381178,СберБанк,Сосновоборск,"ул. Ленинского Комсомола, 29, Сосновоборск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",56.117905,93.333896,"4,4",74.0,82.0,81.0,46.0,,40.0,,
1184290977,СберБанк,Гурьевск,"Фабричная ул., 9, Гурьевск","'mon': 09:00-17:00, 'tue': 09:00-17:00, 'wed': 09:00-17:00, 'thu': 09:00-17:00, 'fri': 09:00-17:00, 'sat': 09:00-17:00, 'sun': выходной",54.780207,20.597744,"4,3",79.0,83.0,86.0,76.0,,,,
170429403701,СберБанк,Корсаков,"Советская ул., 24, Корсаков","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",46.63085,142.77907,"4,4",85.0,83.0,93.0,65.0,,30.0,,
1131498854,СберБанк,Иркутск,"ул. Лермонтова, 90/1, Иркутск","'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 09:30-19:00, 'sun': выходной",52.26307,104.25917,"4,5",78.0,93.0,93.0,60.0,,82.0,,
41561132884,СберБанк,Иркутск,"ул. Розы Люксембург, 215В, Иркутск","'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-19:00, 'sun': выходной",52.34935,104.17807,"4,5",85.0,83.0,86.0,47.0,,60.0,91.0,
1023835427,СберБанк,Иркутск,"ул. Розы Люксембург, 62, Иркутск","'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-18:30, 'sun': выходной",52.33833,104.19805,"4,4",79.0,74.0,81.0,77.0,,50.0,,
1106221682,СберПервый,Иркутск,"ул. Нижняя Набережная, 10, Иркутск","'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': выходной, 'sun': выходной",52.29332,104.28693,"4,6",79.0,83.0,86.0,63.0,,,,
1131308717,СберБанк,Иркутск,"ул. Новаторов, 3, корп. 8, Иркутск","'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': 09:30-18:30, 'sun': выходной",52.35460,104.21091,"4,3",77.0,80.0,77.0,58.0,,,,
1009004487,СберБанк,Иркутск,"ул. Рабочего Штаба, 9, Иркутск","'mon': 09:00-17:30, 'tue': 09:00-17:30, 'wed': 09:00-17:30, 'thu': 09:00-17:30, 'fri': 09:00-17:30, 'sat': 09:00-17:30, 'sun': выходной",52.30144,104.29739,"3,9",87.0,91.0,92.0,,,,,
1083005024,СберБанк,Иркутск,"2-я Железнодорожная ул., 78, Иркутск","'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': 09:30-18:30, 'sun': выходной",52.27847,104.25061,"4,6",88.0,88.0,86.0,67.0,,55.0,91.0,
1056237531,СберБанк,Иркутск,"ул. Баррикад, 137, Иркутск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",52.29154,104.32991,"4,6",84.0,81.0,88.0,63.0,,,,
1048920493,СберБанк,Иркутск,"ул. Урицкого, 19, Иркутск","'mon': 09:30-18:00, 'tue': 09:30-18:00, 'wed': 09:30-18:00, 'thu': 09:30-18:00, 'fri': 09:30-18:00, 'sat': 09:30-18:00, 'sun': 09:30-16:00",52.28307,104.29296,"4,6",89.0,86.0,89.0,81.0,,50.0,100.0,
1549166602,СберБанк,Иркутск,"Советская ул., 120, Иркутск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",52.27897,104.31927,"4,4",83.0,82.0,86.0,,,,,
1123283956,СберБанк,Иркутск,"бул. Рябикова, 20Б, Иркутск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",52.26569,104.20854,"4,4",76.0,77.0,84.0,60.0,,,,
1401958080,СберБанк,Иркутск,"ул. Розы Люксембург, 297А, Иркутск","'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': 09:30-18:30, 'sun': выходной",52.35641,104.1539,"4,6",93.0,96.0,97.0,75.0,,56.0,100.0,
125553254245,СберБанк,Иркутск,"47А, микрорайон Юбилейный, Иркутск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",52.22214,104.30492,"4,6",89.0,90.0,90.0,78.0,,91.0,90.0,
1076706269,СберБанк,Иркутск,"32, микрорайон Приморский, Иркутск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",52.23154,104.30864,"4,4",80.0,81.0,82.0,32.0,,,,
1019766468,СберБанк,Иркутск,"ул. Дзержинского, 27А, Иркутск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",52.28507,104.29632,"4,4",84.0,84.0,85.0,70.0,,,,
1363167802,СберБанк,Иркутск,"Байкальская ул., 206, Иркутск","'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': 09:30-18:30, 'sun': выходной",52.25757,104.32749,"4,4",77.0,78.0,77.0,79.0,,,,
1026114605,СберБанк,Иркутск,"просп. Маршала Жукова, 5/1, Иркутск","'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 09:30-19:00, 'sun': выходной",52.24947,104.35424,"4,6",88.0,88.0,90.0,85.0,,,,
1000575896,СберБанк,Иркутск,"27А, микрорайон Первомайский, Иркутск","'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': 09:30-18:30, 'sun': выходной",52.25606,104.23528,"4,5",85.0,82.0,82.0,81.0,,,100.0,
1003849234,СберБанк,Иркутск,"Академическая ул., 18, Иркутск","'mon': 09:30-19:00, 'tue': 09:30-19:00, 'wed': 09:30-19:00, 'thu': 09:30-19:00, 'fri': 09:30-19:00, 'sat': 09:30-19:00, 'sun': выходной",52.23466,104.28949,"4,3",87.0,84.0,85.0,56.0,,,100.0,
1039151034,СберБанк,Иркутск,"ул. Дзержинского, 1, Иркутск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",52.27837,104.28521,"4,3",78.0,76.0,77.0,67.0,,,93.0,
1214512930,СберБанк,Иркутск,"ул. Декабрьских Событий, 105А, Иркутск","'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': 09:30-18:30, 'sun': выходной",52.28253,104.31214,"4,6",89.0,89.0,87.0,72.0,,64.0,100.0,
27799391992,СберБанк,Иркутск,"43, микрорайон Университетский, Иркутск","'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': 09:30-18:30, 'sun': выходной",52.25466,104.24813,"4,4",92.0,93.0,91.0,94.0,,67.0,,
119155161196,СберБанк,Иркутск,"ул. Мира, 100А, Иркутск","'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-18:30, 'sun': выходной",52.34849,104.21809,"4,5",85.0,86.0,86.0,82.0,,50.0,100.0,
1001577002,СберБанк,Иркутск,"Советская ул., 73, Иркутск","'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-18:30, 'sun': выходной",52.28008,104.32853,"4,5",88.0,90.0,91.0,78.0,,73.0,91.0,
1046340213,СберБанк,Иркутск,"ул. Лермонтова, 267/4, Иркутск","'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': 09:30-18:30, 'sun': выходной",52.24814,104.26982,"4,6",88.0,85.0,91.0,80.0,,60.0,100.0,
1079731891,СберБанк,Иркутск,"ул. Трилиссера, 57А, Иркутск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",52.27332,104.30884,"4,6",84.0,82.0,84.0,78.0,,70.0,100.0,
134413643593,СберБанк,Иркутск,"пр. Ербанова, 6, Иркутск","'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-19:00, 'sun': выходной",52.26477,104.31508,"4,4",86.0,92.0,88.0,64.0,,64.0,100.0,
1234982999,СберБанк,Каменка,"Центральная ул., 14, Каменка","'mon': 08:30-17:00, 'tue': 08:30-17:00, 'wed': 08:30-17:00, 'thu': 08:30-17:00, 'fri': 08:30-17:00, 'sat': 08:30-17:00, 'sun': выходной",53.183405,43.998651,"4,4",77.0,80.0,90.0,,,,,
1137925210,СберБанк,Каменка,"Белинская ул., 63, Каменка","'mon': 08:00-17:00, 'tue': 08:00-17:00, 'wed': 08:00-17:00, 'thu': 08:00-17:00, 'fri': 08:00-17:00, 'sat': 08:00-17:00, 'sun': выходной",53.177441,44.029881,"4,6",100.0,95.0,100.0,,,,,
1012128246,СберБанк,Каменка,"Коммунистическая ул., 1, Каменка","'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 08:30-17:30, 'sun': выходной",53.196714,43.978552,"4,5",78.0,76.0,82.0,,,,,
1005499618,СберБанк,Белая Калитва,"Российская ул., 306, Белая Калитва","'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 08:30-18:00, 'sun': выходной",48.177131,40.809571,"4,6",93.0,91.0,91.0,79.0,,,,
1111055207,СберБанк,Белая Калитва,"ул. Энгельса, 387, Белая Калитва","'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 08:30-17:30, 'sun': выходной",48.176693,40.791077,"4,7",87.0,89.0,91.0,81.0,,,,
1081564011,СберБанк,Мелеуз,"ул. Ленина, 133, Мелеуз","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",52.965815,55.925574,"4,5",81.0,81.0,83.0,64.0,,,,
1268770796,СберБанк,Мелеуз,"ул. Ленина, 37, Мелеуз","'mon': 09:30-18:00, 'tue': 09:30-18:00, 'wed': 09:30-18:00, 'thu': 09:30-18:00, 'fri': 09:30-18:00, 'sat': 09:30-18:00, 'sun': выходной",52.948661,55.924303,"4,3",76.0,72.0,79.0,46.0,,,,
1013541219,СберБанк,Мелеуз,"Смоленская ул., 35, Мелеуз","'mon': 09:30-18:00, 'tue': 09:30-18:00, 'wed': 09:30-18:00, 'thu': 09:30-18:00, 'fri': 09:30-18:00, 'sat': 09:30-18:00, 'sun': выходной",52.963532,55.936856,"4,4",83.0,77.0,77.0,73.0,,,,
1081919524,Сбербанк России,Мелеуз,"Смоленская ул., 30, Мелеуз","'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': выходной, 'sun': выходной",52.961271,55.930451,"4,3",81.0,81.0,89.0,92.0,,,,
1116796573,СберБанк,Удомля,"просп. Энергетиков, 2, Удомля","'mon': 08:30-18:00, 'tue': 08:30-18:00, 'wed': 08:30-18:00, 'thu': 08:30-18:00, 'fri': 08:30-18:00, 'sat': 08:30-18:00, 'sun': выходной",57.869726,35.004484,"4,4",77.0,78.0,87.0,64.0,,,,
161799564146,СберБанк,Елец,"ул. Орджоникидзе, 15В, Елец","'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 08:30-17:30, 'sun': выходной",52.613529,38.522589,"4,8",92.0,91.0,93.0,75.0,,,100.0,
1060583717,СберБанк,Елец,"Комсомольская ул., 81, Елец","'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 08:30-17:30, 'sun': выходной",52.624362,38.491701,"4,7",86.0,90.0,92.0,71.0,,,,
1269609702,СберБанк,Елец,"ул. Коммунаров, 66, Елец","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",52.627852,38.470217,"4,7",88.0,88.0,85.0,53.0,,,93.0,
1015351519,СберБанк,Елец,"Радиотехническая ул., 5, Елец","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",52.610528,38.475086,"4,7",85.0,82.0,83.0,80.0,,56.0,,
1212332641,СберБанк,Рассказово,"ул. Пушкина, 20, Рассказово","'mon': 08:30-17:30, 'tue': 08:30-17:30, 'wed': 08:30-17:30, 'thu': 08:30-17:30, 'fri': 08:30-17:30, 'sat': 08:30-17:30, 'sun': выходной",52.657888,41.87837,"4,7",81.0,81.0,85.0,63.0,,38.0,,
1216337055,СберБанк,Магнитогорск,"ул. Маяковского, 52А, Магнитогорск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",53.392157,59.061876,"4,6",89.0,91.0,90.0,71.0,,45.0,,
1008973879,СберБанк,Магнитогорск,"просп. Ленина, 74А, Магнитогорск","'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-19:00, 'sun': выходной",53.405979,58.984811,"4,7",78.0,76.0,81.0,71.0,,73.0,91.0,
1089238720,СберБанк,Магнитогорск,"просп. Карла Маркса, 18, Магнитогорск","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",53.433198,58.978726,"4,4",90.0,91.0,95.0,74.0,,57.0,90.0,
1178930821,СберБанк,Магнитогорск,"просп. Металлургов, 19, Магнитогорск","'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': 09:30-18:30, 'sun': 10:00-14:00",53.421906,58.984799,"4,4",86.0,83.0,90.0,80.0,,,,
1145311749,СберБанк,Магнитогорск,"ул. Грязнова, 39, Магнитогорск","'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-18:30, 'sun': выходной",53.398293,58.976761,"4,3",77.0,76.0,84.0,29.0,,,,
1207597881,СберБанк,Магнитогорск,"ул. Ворошилова, 21, Магнитогорск","'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-18:30, 'sun': выходной",53.370613,58.982126,"4,6",90.0,89.0,92.0,48.0,,35.0,,
1214923679,СберБанк,Магнитогорск,"просп. Карла Маркса, 143/1, Магнитогорск","'mon': 09:30-18:00, 'tue': 09:30-18:00, 'wed': 09:30-18:00, 'thu': 09:30-18:00, 'fri': 09:30-18:00, 'sat': 09:30-18:00, 'sun': выходной",53.383149,58.979313,"4,4",71.0,80.0,73.0,70.0,,,,
99993362156,СберБанк,Магнитогорск,"ул. Салтыкова-Щедрина, 1, Магнитогорск","'mon': выходной, 'tue': 08:30-13:00,14:00-17:30, 'wed': 08:30-13:00,14:00-17:30, 'thu': 08:30-13:00,14:00-17:30, 'fri': 08:30-13:00,14:00-17:30, 'sat': 08:30-13:00,14:00-17:30, 'sun': выходной",53.467011,59.064185,"4,4",,,,,,,,
1672105736,СберБанк,Магнитогорск,"Советская ул., 162, Магнитогорск","'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-18:30, 'sun': выходной",53.366755,58.961223,"4,5",87.0,89.0,89.0,80.0,,,,
1221967473,СберБанк,Магнитогорск,"Советская ул., 115, Магнитогорск","'mon': 09:00-17:30, 'tue': 09:00-17:30, 'wed': 09:00-17:30, 'thu': 09:00-17:30, 'fri': 09:00-17:30, 'sat': 09:00-17:30, 'sun': выходной",53.408197,58.962309,"4,4",87.0,88.0,88.0,45.0,,,,
1160410494,СберБанк,Магнитогорск,"ул. 50-летия Магнитки, 33А, Магнитогорск","'mon': 09:30-18:30, 'tue': 09:30-18:30, 'wed': 09:30-18:30, 'thu': 09:30-18:30, 'fri': 09:30-18:30, 'sat': 09:30-18:30, 'sun': выходной",53.358496,58.972343,"4,4",91.0,94.0,93.0,76.0,,47.0,,
1120945106,СберБанк,Магнитогорск,"Сиреневый пр., 12, Магнитогорск","'mon': 09:00-17:30, 'tue': 09:00-17:30, 'wed': 09:00-17:30, 'thu': 09:00-17:30, 'fri': 09:00-17:30, 'sat': 09:00-17:30, 'sun': выходной",53.361421,59.004081,"4,4",77.0,74.0,77.0,79.0,,,,
1112246661,СберБанк,Тверь,"Трёхсвятская ул., 8, Тверь","'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-15:00, 'sun': 09:00-14:00",56.853274,35.908844,"4,8",77.0,75.0,77.0,65.0,44.0,56.0,93.0,
39279550054,СберБанк,Тверь,"ул. Горького, 86/3, Тверь","'mon': 09:00-19:00, 'tue': 09:00-19:00, 'wed': 09:00-19:00, 'thu': 09:00-19:00, 'fri': 09:00-19:00, 'sat': 09:00-19:00, 'sun': выходной",56.868092,35.89967,"4,4",89.0,85.0,87.0,78.0,,60.0,100.0,
1058130504,СберБанк,Тверь,"ул. Горького, 21/3, Тверь","'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-18:30, 'sun': выходной",56.866624,35.90961,"4,4",81.0,82.0,80.0,67.0,,50.0,92.0,
1727251811,СберБанк,Тверь,"ул. Андрея Дементьева, 7, Тверь","'mon': 09:00-18:00, 'tue': 09:00-18:00, 'wed': 09:00-18:00, 'thu': 09:00-18:00, 'fri': 09:00-18:00, 'sat': 09:00-18:00, 'sun': выходной",56.853675,35.914789,"4,6",85.0,84.0,86.0,81.0,,69.0,82.0,
1098985432,СберБанк,Тверь,"просп. Чайковского, 7, Тверь","'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-18:30, 'sun': выходной",56.848781,35.905927,"4,6",74.0,71.0,76.0,60.0,,76.0,96.0,
1016478326,СберБанк,Тверь,"Петербургское ш., 54/2, Тверь","'mon': 09:00-18:30, 'tue': 09:00-18:30, 'wed': 09:00-18:30, 'thu': 09:00-18:30, 'fri': 09:00-18:30, 'sat': 09:00-18:30, 'sun': выходной",56.873996,35.85262,"4,6",75.0,72.0,76.0,67.0,,61.0,92.0,
